other,num_reactions,num_comments,num_shares,num_likes,num_loves
1133,1987,13,0,1987,0
1134,2265,8,0,2265,0
1135,1249,0,0,1249,0
1136,2791,10,0,2791,0
1137,2214,1,0,2214,0
1138,2620,4,41,2620,0
1139,2025,7,4,2025,0
1140,1968,6,1,1968,0
1141,2204,8,0,2204,0
1142,2211,361,93,2211,0
1143,2399,11,0,2399,0
1144,2260,390,122,2260,0
1145,1977,10,0,1977,0
1146,2348,12,0,2348,0
1147,2489,32,0,2489,0
1148,2293,7,0,2293,0
1149,2221,10,0,2221,0
1150,2314,509,35,2314,0
1151,1279,11,0,1279,0
1152,2404,11,0,2404,0
1153,2010,32,0,2010,0
1154,1191,22,2,1191,0
1155,1392,10,0,1392,0
1156,2204,10,9,2204,0
1157,1929,17,1,1929,0
1158,7,0,2,7,0
1159,12,1,0,12,0
1160,3,0,2,3,0
1161,2303,21,5,2303,0
1162,1926,4,15,1926,0
1163,2288,5,7,2288,0
1164,2419,15,14,2419,0
1165,2297,14,0,2297,0
1166,1888,15,0,1888,0
1167,2033,11,12,2033,0
1168,2414,22,0,2414,0
1169,1982,12,1,1982,0
1170,2223,13,1,2223,0
1171,2341,18,0,2341,0
1172,2101,7,2,2101,0
1173,2201,2,1,2201,0
1174,2020,4,12,2020,0
1175,1940,70,12,1940,0
1176,2071,12,0,2071,0
1177,2080,32,2,2080,0
1178,2382,17,0,2382,0
1179,2259,5,8,2259,0
1180,55,2,9,55,0
1181,2242,7,6,2242,0
1182,2028,16,0,2028,0
1183,2300,1,6,2300,0
1184,6,0,1,6,0
1185,2273,2,6,2273,0
1186,2132,36,4,2132,0
1187,2074,22,1,2074,0
1188,2276,30,1,2276,0
1189,2319,14,2,2319,0
1190,2217,3,7,2217,0
1191,2329,13,18,2329,0
1192,2174,18,1,2174,0
1193,2252,0,1,2252,0
1194,2251,3,0,2251,0
1195,1931,26,0,1931,0
1196,2095,213,68,2095,0
1197,2030,28,0,2030,0
1198,2634,449,119,2634,0
1199,2026,35,1,2026,0
1200,2118,6,0,2118,0
1201,2112,28,2,2112,0
1202,2675,13,0,2675,0
1203,2126,11,0,2126,0
1204,2418,179,48,2418,0
1205,1892,4,1,1892,0
1206,2462,12,0,2462,0
1207,3639,175,101,3639,0
1208,270,14,37,270,0
1209,380,24,3,380,0
1210,421,16,0,421,0
1211,2253,8,0,2253,0
1212,2346,7,1,2346,0
1213,2999,281,87,2999,0
1214,1904,5,1,1904,0
1215,2402,4,0,2402,0
1216,2239,42,2,2239,0
1217,2332,46,0,2332,0
1218,2374,8,9,2374,0
1219,2492,10,0,2492,0
1220,2072,22,1,2072,0
1221,2826,21,0,2826,0
1222,2032,3,0,2032,0
1223,2154,6,2,2154,0
1224,1997,3,1,1997,0
1225,2320,7,0,2320,0
1226,2190,10,0,2190,0
1227,2545,14,3,2545,0
1228,2452,8,0,2452,0
1229,4710,50,1,4710,0
1230,2549,8,0,2549,0
1231,3190,19,1,3190,0
1232,3510,12,0,3510,0
1233,2255,10,2,2255,0
1234,2309,5,1,2309,0
1235,2051,7,2,2051,0
1236,2350,11,0,2350,0
1237,2105,19,1,2105,0
1238,2291,108,0,2291,0
1239,2349,53,4,2349,0
1240,2157,19,0,2157,0
1241,2151,4,1,2151,0
1242,2615,23,0,2615,0
1243,2148,32,1,2148,0
1244,3115,24,0,3115,0
1245,1302,16,0,1302,0
1246,1815,12,0,1815,0
1247,1379,20,0,1379,0
1248,1169,3,26,1169,0
1249,1509,26,2,1509,0
1250,956,6,0,956,0
1251,1220,10,0,1220,0
1252,1601,38,2,1601,0
1253,1496,85,0,1496,0
1254,1103,24,18,1103,0
1255,1526,14,0,1526,0
1256,1159,32,4,1159,0
1257,1010,14,4,1010,0
1258,1182,29,5,1182,0
1259,1428,11,1,1428,0
1260,1473,12,1,1473,0
1261,1180,5,0,1180,0
1262,1864,9,0,1864,0
1263,1032,9,0,1032,0
1264,1630,15,1,1630,0
1265,545,13,0,545,0
1266,1193,38,5,1193,0
1267,1477,11,1,1477,0
1268,1272,7,1,1272,0
1269,1238,21,0,1238,0
1270,1500,13,1,1500,0
1271,1917,58,8,1917,0
1272,1126,66,6,1126,0
1273,1246,41,3,1246,0
1274,1540,25,2,1540,0
1275,1282,35,4,1282,0
1276,1253,42,6,1253,0
1277,1484,44,3,1484,0
1278,1445,40,3,1445,0
1279,1132,16,8,1132,0
1280,1610,55,8,1610,0
1281,1714,36,9,1714,0
1282,2785,26,1,2785,0
1283,1884,17,2,1884,0
1284,1667,6,0,1667,0
1285,1204,9,5,1204,0
1286,1182,0,0,1182,0
1287,1212,7,1,1212,0
1288,2674,24,1,2674,0
1289,2054,21,3,2054,0
1290,1469,51,4,1469,0
1291,1668,10,1,1668,0
1292,2000,9,1,2000,0
1293,1497,11,0,1497,0
1294,1342,4,0,1342,0
1295,1268,6,0,1268,0
1296,1428,8,0,1428,0
1297,1492,5,0,1492,0
1298,2621,122,98,2621,0
1299,1277,14,29,1277,0
1300,1833,30,0,1833,0
1301,2149,37,0,2149,0
1302,1562,46,9,1562,0
1303,98,3,1,98,0
1304,264,43,0,264,0
1305,1253,13,4,1253,0
1306,1300,18,1,1300,0
1307,1451,8,0,1451,0
1308,1444,6,1,1444,0
1309,1182,0,0,1182,0
1310,366,28,5,366,0
1311,1424,6,0,1424,0
1312,1294,23,47,1294,0
1313,1501,113,38,1501,0
1314,16,0,0,16,0
1315,40,0,0,40,0
1316,1078,131,50,1078,0
1317,413,29,3,413,0
1318,1077,243,65,1077,0
1319,860,196,64,860,0
1320,748,38,12,748,0
1321,0,0,0,0,0
1322,103,1,0,103,0
1323,9,0,1,9,0
1324,7,0,0,7,0
1325,10,0,0,10,0
1326,15,0,0,15,0
1327,16,0,3,16,0
1328,616,11,0,616,0
1329,1781,162,30,1781,0
1330,1343,15,3,1343,0
1331,212,16,0,212,0
1332,1053,5,1,1053,0
1333,1272,17,0,1272,0
1334,2081,58,36,2081,0
1335,2713,67,15,2713,0
1336,1529,22,7,1529,0
1337,753,9,0,753,0
1338,271,3,0,271,0
1339,1429,34,14,1429,0
1340,147,4,1,147,0
1341,3730,156,93,3730,0
1342,357,7,1,357,0
1343,358,1,0,358,0
1344,1211,84,8,1211,0
1345,323,12,1,323,0
1346,169,4,0,169,0
1347,774,25,7,774,0
1348,1058,29,12,1058,0
1349,230,4,1,230,0
1350,1204,23,13,1204,0
1351,375,15,1,375,0
1352,300,15,0,300,0
1353,228,9,0,228,0
1354,435,9,1,435,0
1355,572,6,2,572,0
1356,532,19,1,532,0
1357,471,10,1,471,0
1358,640,31,2,640,0
1359,376,3,20,376,0
1360,330,5,0,330,0
1361,591,41,2,591,0
1362,519,17,7,519,0
1363,437,4,0,437,0
1364,287,5,1,287,0
1365,482,38,0,482,0
1366,543,17,11,543,0
1367,463,14,0,463,0
1368,272,3,0,272,0
1369,432,5,0,432,0
1370,1013,24,0,1013,0
1371,653,19,3,653,0
1372,148,6,0,148,0
1373,433,7,0,433,0
1374,404,6,7,404,0
1375,616,7,0,616,0
1376,452,5,0,452,0
1377,457,6,0,457,0
1378,600,13,0,600,0
1379,345,7,1,345,0
1380,156,7,0,156,0
1381,227,11,7,227,0
1382,748,40,4,748,0
1383,406,3,2,406,0
1384,548,36,5,548,0
1385,156,0,0,156,0
1386,641,14,2,641,0
1387,14,1,0,14,0
1388,489,13,1,489,0
1389,644,30,0,644,0
1390,187,12,1,187,0
1391,893,23,2,893,0
1392,406,18,8,406,0
1393,329,10,1,329,0
1394,507,15,0,507,0
1395,188,8,0,188,0
1396,359,6,0,359,0
1397,525,14,1,525,0
1398,306,12,0,306,0
1399,615,20,4,615,0
1400,572,10,0,572,0
1401,110,0,1,110,0
1402,742,10,1,742,0
1403,596,17,1,596,0
1404,1230,31,2,1230,0
1405,758,24,3,758,0
1406,322,9,12,322,0
1407,924,22,6,924,0
1408,537,16,1,537,0
1409,433,4,0,433,0
1410,442,17,11,442,0
1411,544,19,0,544,0
1412,699,10,2,699,0
1413,1442,48,5,1442,0
1414,332,3,2,332,0
1415,972,16,2,972,0
1416,330,18,0,330,0
1417,1325,30,2,1325,0
1418,1923,234,5,1923,0
1419,1467,107,1,1467,0
1420,1989,36,5,1989,0
1421,779,9,0,779,0
1422,626,9,0,626,0
1423,493,14,2,493,0
1424,2520,64,33,2520,0
1425,273,10,0,273,0
1426,2613,50,3,2613,0
1427,2137,44,3,2137,0
1428,665,9,1,665,0
1429,3919,77,12,3919,0
1430,4094,61,6,4094,0
1431,2836,48,7,2836,0
1432,562,5,1,562,0
1433,767,26,2,767,0
1434,722,9,1,722,0
1435,37,0,0,37,0
1436,637,8,1,637,0
1437,1347,13,1,1347,0
1438,922,5,0,922,0
1439,108,6,2,108,0
1440,685,10,2,685,0
1441,450,4,0,450,0
1442,353,0,3,353,0
1443,458,3,0,458,0
1444,2669,23,2,2669,0
1445,371,3,1,371,0
1446,973,8,1,973,0
1447,778,24,2,778,0
1448,551,2,0,551,0
1449,501,4,0,501,0
1450,493,17,1,493,0
1451,306,7,1,306,0
1452,405,6,1,405,0
1453,497,8,0,497,0
1454,782,11,0,782,0
1455,367,7,0,367,0
1456,500,16,0,500,0
1457,426,9,2,426,0
1458,880,24,1,880,0
1459,716,28,0,716,0
1460,461,17,1,461,0
1461,244,6,0,244,0
1462,589,18,1,589,0
1463,321,6,0,321,0
1464,396,10,0,396,0
1465,350,5,0,350,0
1466,164,5,0,164,0
1467,718,20,0,718,0
1468,196,12,0,196,0
1469,849,25,1,849,0
1470,109,6,3,109,0
1471,413,7,2,413,0
1472,395,16,0,395,0
1473,425,12,0,425,0
1474,688,8,0,688,0
1475,313,6,0,313,0
1476,399,34,4,399,0
1477,714,46,5,714,0
1478,576,17,3,576,0
1479,462,15,0,462,0
1480,41,2,0,41,0
1481,469,17,0,469,0
1482,17,2,0,17,0
1483,6,0,0,6,0
1484,344,10,0,344,0
1485,621,16,8,621,0
1486,603,13,1,603,0
1487,530,13,0,530,0
1488,211,2,0,211,0
1489,327,6,6,327,0
1490,505,21,11,505,0
1491,424,6,0,424,0
1492,514,10,2,514,0
1493,412,17,0,412,0
1494,150,4,0,150,0
1495,233,4,0,233,0
1496,906,22,3,906,0
1497,800,26,2,800,0
1498,279,10,0,279,0
1499,715,18,6,715,0
1500,969,46,4,969,0
1501,489,23,11,489,0
1502,294,25,3,294,0
1503,437,31,0,437,0
1504,219,8,0,219,0
1505,267,9,0,267,0
1506,321,12,2,321,0
1507,190,3,0,190,0
1508,318,14,0,318,0
1509,246,17,1,246,0
1510,327,9,0,327,0
1511,417,6,0,417,0
1512,317,5,0,317,0
1513,340,11,0,340,0
1514,385,12,0,385,0
1515,543,5,0,543,0
1516,981,32,6,981,0
1517,308,5,0,308,0
1518,425,5,1,425,0
1519,542,9,0,542,0
1520,254,2,0,254,0
1521,325,36,0,325,0
1522,287,9,0,287,0
1523,247,8,0,247,0
1524,273,7,0,273,0
1525,396,30,1,396,0
1526,241,2,0,241,0
1527,204,1,0,204,0
1528,199,6,1,199,0
1529,6,0,0,6,0
1530,421,10,2,421,0
1531,240,7,0,240,0
1532,479,18,1,479,0
1533,282,7,0,282,0
1534,107,1,2,107,0
1535,258,5,0,258,0
1536,799,31,4,799,0
1537,157,9,3,157,0
1538,358,19,1,358,0
1539,45,1,0,45,0
1540,155,2,0,155,0
1541,328,21,5,328,0
1542,271,6,0,271,0
1543,202,10,1,202,0
1544,249,7,1,249,0
1545,460,31,1,460,0
1546,100,0,0,100,0
1547,101,2,1,101,0
1548,258,7,0,258,0
1549,152,5,0,152,0
1550,87,3,0,87,0
1551,46,4,0,46,0
1552,63,0,0,63,0
1553,271,3,1,271,0
1554,126,5,2,126,0
1555,175,6,0,175,0
1556,47,0,1,47,0
1557,42,0,0,42,0
1558,53,1,0,53,0
1559,100,1,1,100,0
1560,41,1,0,41,0
1561,34,0,0,34,0
1562,238,4,0,238,0
1563,223,3,1,223,0
1564,75,0,0,75,0
1565,101,1,0,101,0
1566,51,0,0,51,0
1567,77,3,0,77,0
1568,1190,12,1,1190,0
1569,9,0,0,9,0
1570,134,3,0,134,0
1571,72,0,0,72,0
1572,188,6,0,188,0
1573,221,2,0,221,0
1574,221,3,0,221,0
1575,94,3,0,94,0
1576,82,3,0,82,0
1577,216,8,0,216,0
1578,110,0,0,110,0
1579,348,0,0,348,0
1580,225,13,0,225,0
1581,80,1,0,80,0
1582,91,6,0,91,0
1583,184,11,0,184,0
1584,562,0,0,562,0
1585,184,0,0,184,0
1586,190,2,0,190,0
1587,360,23,2,360,0
1588,57,0,0,57,0
1589,102,4,0,102,0
1590,152,2,0,152,0
1591,263,14,0,263,0
1592,62,1,0,62,0
1593,126,18,0,126,0
1594,114,3,0,114,0
1595,187,9,0,187,0
1596,58,7,0,58,0
1597,46,3,0,46,0
1598,183,4,0,183,0
1599,99,11,0,99,0
1600,51,0,0,51,0
1601,92,6,0,92,0
1602,103,6,0,103,0
1603,326,9,0,326,0
1604,113,2,0,113,0
1605,61,0,0,61,0
1606,76,3,0,76,0
1607,66,1,0,66,0
1608,638,34,9,638,0
1609,154,0,0,154,0
1610,95,9,3,95,0
1611,29,0,0,29,0
1612,71,2,1,71,0
1613,813,6,0,813,0
1614,506,44,7,506,0
1615,68,7,0,68,0
1616,174,11,0,174,0
1617,105,4,0,105,0
1618,179,11,0,179,0
1619,191,6,0,191,0
1620,203,3,1,203,0
1621,277,52,2,277,0
1622,62,2,0,62,0
1623,200,6,0,200,0
1624,339,30,0,339,0
1625,178,10,1,178,0
1626,23,0,0,23,0
1627,65,11,0,65,0
1628,250,7,6,250,0
1629,59,0,0,59,0
1630,110,12,3,110,0
1631,147,13,2,147,0
1632,62,6,0,62,0
1633,686,53,3,686,0
1634,351,5,2,351,0
1635,215,12,1,215,0
1636,100,6,6,100,0
1637,131,1,1,131,0
1638,560,22,12,560,0
1639,374,9,16,374,0
1640,559,22,7,559,0
1641,169,6,5,169,0
1642,473,9,9,473,0
1643,58,2,4,58,0
1644,164,4,9,164,0
1645,614,24,21,614,0
1646,211,2,4,211,0
1647,129,9,3,129,0
1648,155,5,9,155,0
1649,438,14,19,438,0
1650,304,20,24,304,0
1651,116,2,10,116,0
1652,135,1,2,135,0
1653,115,9,0,115,0
1654,128,3,0,128,0
1655,128,3,0,128,0
1656,55,4,4,55,0
1657,109,1,0,109,0
1658,58,0,0,58,0
1659,83,0,0,83,0
1660,164,6,0,164,0
1661,210,9,0,210,0
1662,133,17,5,133,0
1663,91,6,6,91,0
1664,226,13,0,226,0
1665,50,3,0,50,0
1666,243,0,0,243,0
1667,113,15,0,113,0
1668,243,5,5,243,0
1669,141,1,1,141,0
1670,130,0,5,130,0
1671,65,2,4,65,0
1672,3,3,0,3,0
1673,75,3,0,75,0
1674,45,0,1,45,0
1675,177,14,4,177,0
1676,45,1,0,45,0
1677,93,8,0,93,0
1678,73,0,2,73,0
1679,82,5,0,82,0
1680,89,17,1,89,0
1681,52,5,3,52,0
1682,52,5,3,52,0
1683,32,1,0,32,0
1684,140,18,0,140,0
1685,113,5,0,113,0
1686,1201,86,3,1201,0
1687,1145,22,4,1145,0
1688,107,5,5,107,0
1689,27,5,0,27,0
1690,101,9,0,101,0
1691,160,8,3,160,0
1692,197,20,2,197,0
1693,70,3,0,70,0
1694,88,11,1,88,0
1695,22,1,0,22,0
1696,265,5,0,265,0
1697,73,4,7,73,0
1698,211,2,0,211,0
1699,165,9,0,165,0
1700,190,6,1,190,0
1701,83,1,0,83,0
1702,51,1,0,51,0
1703,386,15,14,386,0
1704,135,14,0,135,0
1705,273,35,2,273,0
1706,87,25,4,87,0
1707,240,30,2,240,0
1708,47,1,0,47,0
1709,23,7,16,23,0
1710,84,4,0,84,0
1711,18,0,0,18,0
1712,59,5,0,59,0
1713,44,0,0,44,0
1714,28,0,0,28,0
1715,30,1,0,30,0
1716,39,2,0,39,0
1717,17,0,1,17,0
1718,74,15,1,74,0
1719,68,6,0,68,0
1720,65,2,10,65,0
1721,52,2,0,52,0
1722,78,8,0,78,0
1723,28,3,0,28,0
1724,63,5,0,63,0
1725,19,24,0,19,0
1726,21,22,0,21,0
1727,77,12,0,77,0
1728,137,3,1,137,0
1729,537,16,1,537,0
1730,57,5,1,57,0
1731,144,11,0,144,0
1732,13,1,0,13,0
1733,10,0,0,10,0
1734,108,5,0,108,0
1735,49,0,0,49,0
1736,1,0,0,1,0
1737,29,1,0,29,0
1738,24,2,2,24,0
1739,156,17,0,156,0
1740,56,1,0,56,0
1741,34,1,0,34,0
1742,16,1,0,16,0
1743,25,1,0,25,0
1744,38,4,1,38,0
1745,45,5,0,45,0
1746,74,2,0,74,0
1747,8,0,0,8,0
1748,2,0,0,2,0
1749,131,8,0,131,0
1750,32,3,0,32,0
1751,14,1,1,14,0
1752,90,10,4,90,0
1753,122,2,0,122,0
1754,5,0,0,5,0
1755,97,5,1,97,0
1756,31,1,0,31,0
1757,80,4,0,80,0
1758,51,1,1,51,0
1759,38,0,0,38,0
1760,102,5,0,102,0
1761,92,10,1,92,0
1762,54,4,0,54,0
1763,44,4,0,44,0
1764,78,5,1,78,0
1765,66,10,1,66,0
1766,54,6,2,54,0
1767,25,0,0,25,0
1768,74,5,1,74,0
1769,79,7,1,79,0
1770,104,3,1,104,0
1771,38,7,0,38,0
1772,17,6,0,17,0
1773,75,8,0,75,0
1774,52,3,0,52,0
1775,38,0,5,38,0
1776,58,5,0,58,0
1777,12,1,2,12,0
1778,4,0,2,4,0
1779,28,4,0,28,0
1780,4,0,1,4,0
1781,51,0,0,51,0
1782,18,1,0,18,0
1783,45,0,0,45,0
1784,14,0,0,14,0
1785,54,1,0,54,0
1786,65,4,0,65,0
1787,73,0,0,73,0
1788,43,3,0,43,0
1789,28,4,1,28,0
1790,22,1,0,22,0
1791,39,3,0,39,0
1792,62,8,0,62,0
1793,20,2,0,20,0
1794,17,0,0,17,0
1795,49,7,0,49,0
1796,62,7,0,62,0
1797,43,2,0,43,0
1798,30,1,0,30,0
1799,28,0,0,28,0
1800,49,2,2,49,0
1801,67,6,0,67,0
1802,20,1,0,20,0
1803,81,5,0,81,0
1804,58,6,1,58,0
1805,13,5,0,13,0
1806,47,0,0,47,0
1807,7,0,2,7,0
1808,62,2,1,62,0
1809,84,6,0,84,0
1810,23,2,0,23,0
1811,19,4,0,19,0
1812,13,0,1,13,0
1813,8,1,1,8,0
1814,35,1,0,35,0
1815,37,0,0,37,0
1816,73,10,0,73,0
1817,114,9,0,114,0
1818,69,6,0,69,0
1819,43,0,0,43,0
1820,106,3,0,106,0
1821,69,2,0,69,0
1822,65,2,0,65,0
1823,52,0,0,52,0
1824,79,1,0,79,0
1825,49,1,0,49,0
1826,31,0,0,31,0
1827,7,0,2,7,0
1828,6,0,2,6,0
1829,7,0,0,7,0
1830,5,1,1,5,0
1831,18,1,0,18,0
1832,32,0,7,32,0
1833,33,1,0,33,0
1834,97,0,0,97,0
1835,102,16,0,102,0
1836,38,10,0,38,0
1837,16,2,0,16,0
1838,3,1,2,3,0
1839,27,0,5,27,0
1840,78,4,35,78,0
1841,29,0,0,29,0
1842,66,9,0,66,0
1843,78,16,0,78,0
1844,57,9,1,57,0
1845,19,4,0,19,0
1846,82,14,0,82,0
1847,5,4,1,5,0
1848,52,5,0,52,0
1849,45,14,0,45,0
1850,41,19,11,41,0
1851,55,10,0,55,0
1852,40,1,0,40,0
1853,48,4,0,48,0
1854,53,7,0,53,0
1855,5,0,0,5,0
1856,0,0,0,0,0
1857,74,6,0,74,0
1858,7,1,2,7,0
1859,96,214,0,96,0
1860,43,2,0,43,0
1861,13,3,0,13,0
1862,28,3,0,28,0
1863,34,0,1,34,0
1864,83,1,0,83,0
1865,7,0,0,7,0
1866,34,0,0,34,0
1867,97,3,0,97,0
1868,24,4,0,24,0
1869,106,18,0,106,0
1870,131,4,0,131,0
1871,132,7,0,132,0
1872,79,5,0,79,0
1873,71,2,7,71,0
1874,55,8,5,55,0
1875,51,9,0,51,0
1876,46,3,1,46,0
1877,5,2,2,5,0
1878,52,5,0,52,0
1879,18,0,0,18,0
1880,207,13,0,207,0
1881,105,5,0,105,0
1882,30,0,0,30,0
1883,32,0,0,32,0
1884,44,10,0,44,0
1885,100,28,1,100,0
1886,58,4,0,58,0
1887,22,1,0,22,0
1888,26,0,0,26,0
1889,45,4,0,45,0
1890,21,0,0,21,0
1891,75,15,0,75,0
1892,21,0,1,21,0
1893,72,23,0,72,0
1894,50,1,0,50,0
1895,26,6,0,26,0
1896,46,9,0,46,0
1897,80,7,0,80,0
1898,41,11,0,41,0
1899,69,6,0,69,0
1900,3,2,2,3,0
1901,21,4,0,21,0
1902,64,1,0,64,0
1903,60,19,0,60,0
1904,25,3,0,25,0
1905,48,17,0,48,0
1906,45,4,0,45,0
1907,2,0,1,2,0
1908,7,0,1,7,0
1909,61,13,0,61,0
1910,16,9,0,16,0
1911,27,3,0,27,0
1912,42,16,11,42,0
1913,65,0,0,65,0
1914,44,4,0,44,0
1915,55,12,0,55,0
1916,59,7,0,59,0
1917,51,6,0,51,0
1918,41,1,0,41,0
1919,12,5,0,12,0
1920,57,7,0,57,0
1921,55,7,0,55,0
1922,76,4,0,76,0
1923,103,14,0,103,0
1924,46,2,0,46,0
1925,74,14,0,74,0
1926,25,0,0,25,0
1927,34,0,0,34,0
1928,50,1,0,50,0
1929,47,0,0,47,0
1930,64,2,0,64,0
1931,40,1,0,40,0
1932,58,1,0,58,0
1933,67,3,0,67,0
1934,50,3,0,50,0
1935,53,1,0,53,0
1936,67,8,0,67,0
1937,90,12,0,90,0
1938,60,2,0,60,0
1939,30,8,0,30,0
1940,52,10,0,52,0
1941,5,0,0,5,0
1942,56,14,0,56,0
1943,26,2,0,26,0
1944,71,11,0,71,0
1945,53,4,0,53,0
1946,35,2,0,35,0
1947,31,2,0,31,0
1948,45,0,0,45,0
1949,20,1,0,20,0
1950,3,2,2,3,0
1951,48,0,0,48,0
1952,18,0,0,18,0
1953,56,10,0,56,0
1954,64,2,1,64,0
1955,63,0,0,63,0
1956,40,9,2,40,0
1957,92,1,0,92,0
1958,53,0,0,53,0
1959,33,0,0,33,0
1960,84,6,0,84,0
1961,87,11,0,87,0
1962,26,0,0,26,0
1963,22,0,0,22,0
1964,78,0,5,78,0
1965,67,6,7,67,0
1966,26,1,0,26,0
1967,14,0,0,14,0
1968,18,0,0,18,0
1969,24,0,0,24,0
1970,27,0,0,27,0
1971,30,11,0,30,0
1972,34,4,0,34,0
1973,26,1,1,26,0
1974,38,4,0,38,0
1975,55,5,0,55,0
1976,80,9,0,80,0
1977,33,3,0,33,0
1978,44,10,0,44,0
1979,41,7,0,41,0
1980,30,3,0,30,0
1981,34,0,0,34,0
1982,30,0,0,30,0
1983,38,9,0,38,0
1984,24,4,1,24,0
1985,37,2,0,37,0
1986,18,3,0,18,0
1987,55,15,0,55,0
1988,54,3,0,54,0
1989,67,11,0,67,0
1990,94,18,0,94,0
1991,41,2,0,41,0
1992,36,2,0,36,0
1993,65,3,1,65,0
1994,90,6,0,90,0
1995,42,2,0,42,0
1996,48,4,0,48,0
1997,45,10,0,45,0
1998,47,2,0,47,0
1999,31,4,0,31,0
2000,105,23,0,105,0
2001,48,0,0,48,0
2002,37,5,0,37,0
2003,5,2,2,5,0
2004,11,0,0,11,0
2005,27,11,1,27,0
2006,2,0,0,2,0
2007,43,1,0,43,0
2008,46,4,0,46,0
2009,53,3,0,53,0
2010,10,1,0,10,0
2011,22,5,0,22,0
2012,12,3,1,12,0
2013,50,6,0,50,0
2014,47,13,0,47,0
2015,14,0,2,14,0
2016,1,0,0,1,0
2017,25,18,0,25,0
2018,16,0,0,16,0
2019,46,2,0,46,0
2020,76,1,0,76,0
2021,16,0,0,16,0
2022,40,1,0,40,0
2023,83,15,0,83,0
2024,89,28,1,89,0
2025,30,0,0,30,0
2026,12,0,0,12,0
2027,52,17,0,52,0
2028,58,19,0,58,0
2029,22,4,0,22,0
2030,6,0,0,6,0
2031,30,2,0,30,0
2032,58,5,0,58,0
2033,32,4,5,32,0
2034,48,5,0,48,0
2035,43,4,0,43,0
2036,30,0,0,30,0
2037,41,3,0,41,0
2038,42,10,0,42,0
2039,59,6,0,59,0
2040,17,0,0,17,0
2041,47,0,0,47,0
2042,14,5,2,14,0
2043,12,1,0,12,0
2044,30,23,4,30,0
2045,25,3,1,25,0
2046,0,0,0,0,0
2047,4,1,0,4,0
2048,3,0,0,3,0
2049,5,1,1,5,0
2050,2,0,0,2,0
2051,11,6,0,11,0
2052,38,10,0,38,0
2053,13,0,0,13,0
2054,19,0,0,19,0
2055,15,1,0,15,0
2056,21,4,0,21,0
2057,42,2,0,42,0
2058,12,0,0,12,0
2059,19,4,0,19,0
2060,24,2,0,24,0
2061,32,1,0,32,0
2062,15,8,0,15,0
2063,22,4,0,22,0
2064,33,8,0,33,0
2065,11,6,0,11,0
2066,47,6,0,47,0
2067,41,7,0,41,0
2068,29,4,0,29,0
2069,48,7,0,48,0
2070,13,8,0,13,0
2071,32,2,0,32,0
2072,42,8,0,42,0
2073,26,5,0,26,0
2074,67,25,0,67,0
2075,23,4,0,23,0
2076,33,4,0,33,0
2077,25,3,0,25,0
2078,22,4,0,22,0
2079,26,0,0,26,0
2080,38,10,0,38,0
2081,50,19,0,50,0
2082,29,1,0,29,0
2083,26,0,0,26,0
2084,25,1,0,25,0
2085,15,0,0,15,0
2086,18,0,0,18,0
2087,28,4,0,28,0
2088,14,23,0,14,0
2089,20,2,0,20,0
2090,17,21,0,17,0
2091,34,0,0,34,0
2092,17,11,0,17,0
2093,40,6,0,40,0
2094,21,5,0,21,0
2095,14,4,0,14,0
2096,43,17,1,43,0
2097,27,5,0,27,0
2098,35,22,0,35,0
2099,24,1,0,24,0
2100,30,4,0,30,0
2101,21,2,0,21,0
2102,41,7,0,41,0
2103,15,1,0,15,0
2104,27,6,0,27,0
2105,22,3,0,22,0
2106,36,13,0,36,0
2107,10,18,0,10,0
2108,24,5,0,24,0
2109,19,1,0,19,0
2110,63,25,0,63,0
2111,47,15,0,47,0
2112,57,11,0,57,0
2113,14,4,0,14,0
2114,35,5,0,35,0
2115,12,0,2,12,0
2116,15,3,0,15,0
2117,31,15,0,31,0
2118,45,5,0,45,0
2119,35,24,0,35,0
2120,38,30,0,38,0
2121,26,11,0,26,0
2122,35,11,0,35,0
2123,53,36,0,53,0
2124,26,0,0,26,0
2125,16,0,0,16,0
2126,28,7,0,28,0
2127,16,1,1,16,0
2128,26,16,0,26,0
2129,26,11,0,26,0
2130,27,14,0,27,0
2131,33,6,0,33,0
2132,27,8,0,27,0
2133,37,10,0,37,0
2134,23,5,1,23,0
2135,13,0,0,13,0
2136,17,8,0,17,0
2137,30,0,0,30,0
2138,18,13,0,18,0
2139,30,9,0,30,0
2140,26,7,0,26,0
2141,16,9,0,16,0
2142,47,5,0,47,0
2143,16,7,0,16,0
2144,13,9,1,13,0
2145,32,13,1,32,0
2146,21,11,0,21,0
2147,24,8,0,24,0
2148,22,4,0,22,0
2149,14,2,0,14,0
2150,24,12,3,24,0
2151,24,1,0,24,0
2152,18,20,0,18,0
2153,14,2,0,14,0
2154,17,4,0,17,0
2155,14,0,0,14,0
2156,16,0,0,16,0
2157,15,0,0,15,0
2158,11,1,0,11,0
2159,15,0,1,15,0
2160,15,1,0,15,0
2161,16,8,0,16,0
2162,14,0,0,14,0
2163,17,0,0,17,0
2164,0,0,1,0,0
2165,32,2,0,32,0
2166,29,7,5,29,0
2167,19,12,0,19,0
2168,49,5,0,49,0
2169,62,25,1,62,0
2170,9,11,0,9,0
2171,33,7,0,33,0
2172,40,28,0,40,0
2173,46,31,0,46,0
2174,31,11,0,31,0
2175,15,0,0,15,0
2176,40,17,0,40,0
